Probesets	age1_A	age1_B	age2_A	age2_B
204795_at	172	152.9	26.9	57
204796_at	379.1	270.5	427.4	169.5
204797_s_at	782.1	755.6	804	772.9
204798_at	43	122.5	210.7	194.7
204799_at	15.7	53.2	202.5	145.6
204800_s_at	423.9	373.4	544.1	400.9
204801_s_at	167.5	28.9	39.8	50.7
204802_at	1102.6	1646.5	1409.7	945.5
204803_s_at	1663.5	2069.7	501.7	1671.8
204804_at	281	303.5	278.2	335.6
204805_s_at	258.4	1352.1	737.7	765.6
204806_x_at	1556.1	1721	1133	1778.1
204807_at	151.7	154.2	159.2	193.6
204808_s_at	1465.4	935.1	2078.9	1872.7
204809_at	621.7	538.4	453.2	779.5
204810_s_at	71858	67550.1	82763.6	63482.5
204811_s_at	271.4	37	258.7	238.2
204812_at	651	687.5	703.7	681.7
204813_at	338.6	196.1	475.7	389.5
204814_at	473.8	73	52.7	217.7
204815_s_at	27.7	43.2	39.2	21.6
204816_s_at	14.9	92.8	16.7	10.4
204817_at	114.7	78	100.8	135.5
204818_at	58.6	117	162.1	152.4
204819_at	512.6	111.7	391.2	110
204820_s_at	189.4	378.9	254.8	470.1
204821_at	21.6	18.8	21.8	19.4
204822_at	102.8	31.6	116.9	79.4
204823_at	94.5	59.4	63.7	54.9
204824_at	2429.5	2232	2287.4	1631.7
204825_at	165	184	276.1	93
204826_at	108.6	112.9	137.6	208.7
204827_s_at	39.7	36.7	26.5	33.8
204828_at	364.2	224.6	665.2	230.4
204829_s_at	362.4	378.2	171.2	405.9
204830_x_at	162.8	39.6	241.6	185.1
204831_at	175.9	208.1	201.6	184.6
204832_s_at	533.1	492.1	424.1	527.6
204833_at	35.1	40.7	204	31.5
204834_at	420.9	227.1	227	382.7
204835_at	133.1	93.1	198.1	102
204836_at	97.1	146.9	146.8	62.7
204837_at	800	430.2	828.5	520.9
204838_s_at	61.9	221.8	452.5	351.7
204839_at	455.8	477.6	493.5	618.6
204840_s_at	183.7	7.9	186.8	11.1
204841_s_at	40.4	58.9	186.5	166.5
204842_x_at	1969	1556.7	2269.4	2855.1
204843_s_at	375	251.8	24.4	331.1
204844_at	163.5	117.5	101.8	166.7
204845_s_at	75.9	69.7	95.1	121.4
204846_at	79.1	129.7	414.9	161.7
204847_at	654.5	446.7	507.7	433.7
204848_x_at	89.9	67.6	148.6	644
204849_at	165.6	246.8	15.7	347.8
204850_s_at	199.4	192.5	133.8	227.7
204851_s_at	66	9	11.1	21.1
204852_s_at	408.9	410.8	362.6	357.6
204853_at	31.2	63.6	30.8	51.4
204854_at	146.5	73.7	160.4	58.2
204855_at	19.4	39.4	209.1	35
204856_at	82.7	56.6	218.6	76.7
204857_at	511.8	300.4	313.7	25.5
204858_s_at	86.7	210.4	328.2	343.6
204859_s_at	100.9	125.2	89.7	181.7
204860_s_at	29.4	31.6	67.9	53.1
204861_s_at	60.6	9.1	50.1	19.1
204862_s_at	46.4	47.7	51.4	71.7
204863_s_at	761.7	214.7	227.4	608
204864_s_at	340.7	255.6	260.5	118.5
204865_at	7577	6879.8	7641.7	6644.6
204866_at	100.7	110.1	146.7	157.2
204867_at	331.1	183.7	222.4	363.7
204868_at	1317.7	1111.4	1398	1206.4
204869_at	49	22.9	37.5	144.9
204870_s_at	35.9	16.7	25	14.2
204871_at	26.6	17.7	39.5	39.9
204872_at	783.7	964.7	453.7	814.1
204873_at	32.4	37.6	137.2	6.2
204874_x_at	52.5	54.4	28.8	45.5
204875_s_at	28.2	16.4	149.2	196.9
204876_at	388.5	44.6	346	415.8
204877_s_at	61.7	119.5	122.6	132.7
204878_s_at	27.5	42	79.1	42.6
204879_at	96.7	20.7	50.7	19.7
204880_at	603.7	536.1	699.5	528.5
204881_s_at	432.9	171.8	491.8	527.7
204882_at	42.4	33.7	27.2	23
204883_s_at	65.2	148.8	51.8	217
204884_s_at	107.4	131.7	277.5	138.8
204885_s_at	51.8	29.1	68.5	8.5
204886_at	32.1	11.7	15.4	9.8
204887_s_at	282	124.2	98	44.7
204888_s_at	364.7	484.9	594.2	594.4
204889_s_at	565.7	560.8	640.4	529.6
204890_s_at	39.5	42.5	69	51.6
204891_s_at	82.7	147.2	65.7	144.1
204892_x_at	9423.7	12045.6	8538.1	12426.5
204893_s_at	826.7	694.7	1205.7	615.1
204894_s_at	249	352.9	65.9	456.7
204895_x_at	49.2	16.9	35.5	127.6
204896_s_at	61.5	41.8	89.6	55.4
204897_at	240.7	221.5	229.7	121.2
204898_at	185.1	65.6	267.7	325
204899_s_at	241.7	74.4	225	27
204900_x_at	188	132.6	257.1	165
204901_at	120.5	50.7	38.1	227.1
204902_s_at	89.4	236.9	155.9	205.7
204903_x_at	157.8	270	342	224.6
204904_at	32.1	70	26.7	33.8
204905_s_at	485.7	509.7	268	535.8
204906_at	841.5	686.7	680.5	747.4
204907_s_at	208.9	293.2	211.7	343.7
204908_s_at	10.5	122.7	10.7	40.8
204909_at	258	312.5	259.2	124.9
204910_s_at	34.8	16.2	159.8	27.1
204911_s_at	348.4	187.5	193.1	241.1
204912_at	377.7	39.8	73.6	241.9
204913_s_at	10.8	128.7	111	156.8
204914_s_at	26.7	56.2	34.9	168.6
204915_s_at	94.7	72.7	80	14.7
204916_at	1376.2	1076.2	1488.5	832.1
204917_s_at	282.2	250.5	213.8	297.4
204918_s_at	176.1	125.7	199.7	238.9
204919_at	169.9	247.9	286.9	139.7
204920_at	595.9	309.2	381.7	464.9
204921_at	122.7	483.5	490.8	472.7
204922_at	12.9	10.1	32.9	30.9
204923_at	436.4	569.8	668.8	456.2
204924_at	36.5	43	57.2	34
204925_at	286.2	640.2	206.6	594
204926_at	96.4	19.7	30.8	157.4
204927_at	107.5	69.2	90.9	71.7
204928_s_at	32.8	23.6	34.7	46.9
204929_s_at	786.7	1056.9	1152.2	1072.4
204930_s_at	74	71.9	26.1	304.7
204931_at	12.1	23.6	217.8	25.2
204932_at	134.8	105	162.9	122.2
204933_s_at	19.7	11.1	11	12.5
204934_s_at	245.5	251.2	24	200.1
204935_at	36.4	3.4	130.6	9.5
204936_at	24.5	16.7	37	12
204937_s_at	578.5	685.1	407.9	644.1
204938_s_at	12789.1	7600.2	12783	7691.8
204939_s_at	16532.5	12819.9	14291.4	11025.2
204940_at	4543.7	4070.8	3734.6	2514
204941_s_at	9.1	78.7	37.4	71.6
204942_s_at	64.2	243.2	258.2	297.1
204943_at	323.8	202.8	158.7	67.9
204944_at	80.8	12.9	11.7	102.2
204945_at	289.2	58.7	182.8	340.2
204946_s_at	477.5	203.8	693.5	254.9
204947_at	227.4	202.6	118.7	114.7
204948_s_at	361.4	257.6	257.9	270.6
204949_at	599.7	317.4	564.6	309.5
204950_at	596.4	284.4	348.5	824.6
204951_at	109.6	164.2	227.8	480.4
204952_at	36.5	85.2	108.9	67.8
204953_at	33.7	95.7	132.6	36.5
204954_s_at	147.5	217.7	71.7	98.9
204955_at	363.9	223	205.9	286.8
204956_at	43.9	107.9	17.1	109.6
204957_at	468.6	362.5	450	365.9
204958_at	69.2	36.6	49.9	64.9
204959_at	188.7	111	90.4	152.4
204960_at	173.7	113.7	24.8	69.1
204961_s_at	11.8	12.6	20.8	14.5
204962_s_at	20.7	125.5	187	113.5
204963_at	842.7	660.4	692.5	521.4
204964_s_at	1555.2	1619.7	1690.2	1920.9
204965_at	223.6	62.6	17.4	46.5
204966_at	242.8	227.8	290.7	132.7
204967_at	318	209.5	405.8	363.2
204968_at	799.8	541.6	561.4	792.7
204969_s_at	227.9	149	201.8	392.7
204970_s_at	59.6	326	300.8	130.6
204971_at	140.5	59.5	191.5	153.6
204972_at	367	325.6	321.4	427.1
204973_at	97.8	68.7	36.4	273.8
204974_at	332.9	63.7	241.7	38.1
204975_at	772.8	735.6	745	705.5
204976_s_at	60.7	63.2	158.7	138.5
204977_at	605.1	805.9	680.5	547.4
204978_at	680	237.5	506.4	507.7
204979_s_at	8458	7508.8	4745.9	8328.8
204980_at	237.2	665.5	908.2	566.7
204981_at	29.5	61.8	74.2	75.9
204982_at	65.1	34.9	37.7	45.1
204983_s_at	353.9	253	341.7	297.9
204984_at	402.8	537.7	722.2	664
204985_s_at	344.4	364	385	636
204986_s_at	383.7	307.5	699.4	367.4
204987_at	321.7	377.5	274.1	527.6
204988_at	172.2	307.1	365.7	164.6
204989_s_at	32.5	48.6	139.4	63.4
204990_s_at	28.7	93.7	29.4	294
204991_s_at	23.9	27	160.2	141.7
204992_s_at	7112.7	6859.5	6147.2	6539.5
204993_at	407.7	392.5	356.2	373.1
204994_at	417.4	387.7	264	385.5
204995_at	73.7	58.2	74.9	7.9
204996_s_at	142.2	124.6	183.7	197
204997_at	1545	1614.2	1569.4	1262.7
204998_s_at	387.4	396.7	572.1	408.6
204999_s_at	255.4	157.7	269.9	190.1
205000_at	410.6	625.6	421.4	490.1
205001_s_at	289.4	182.7	245.8	319.7
205002_at	353.8	338.8	240.7	94.7
205003_at	264.7	342.9	302.1	492.2
205004_at	356.7	368.1	397.1	222.5
205005_s_at	135.1	149.1	175.8	156.8
205006_s_at	292.2	188.1	229.2	113.5
205007_s_at	195	120.7	137.1	126.9
205008_s_at	664.6	388	796.9	216.4
205009_at	298.2	104.6	178.7	290.8
205010_at	331.5	212	279.2	175
205011_at	419.9	418.5	705.4	776.7
205012_s_at	1518.8	1474.4	1190.5	1413.9
205013_s_at	241	76.5	76.4	199
205014_at	387.2	70.8	104.2	95.7
205015_s_at	29.5	18.4	57.7	18.5
205016_at	86.9	30.9	265.8	53
205017_s_at	407.7	192.1	262.5	312.1
205018_s_at	515.7	225.5	442.1	674
205019_s_at	166.6	151.5	106.1	167.9
205020_s_at	42	45.8	41.7	72.7
205021_s_at	1282.1	1570.1	1491.7	1613.5
205022_s_at	1145.1	871.8	961.5	628
205023_at	6.4	10.8	19.1	18.2
205024_s_at	223.7	230.8	267.7	151.2
205025_at	38.5	88.5	74	18.7
205026_at	279.1	219.2	330.4	139.7
205027_s_at	78	106.8	62.6	70.7
205028_at	20.9	13.1	135	16.5
205029_s_at	96.2	9.8	13.6	20.5
205030_at	693.5	265.7	375.9	254
205031_at	44.9	97.6	35.8	58.7
205032_at	210.6	84.9	130.5	143
205033_s_at	309	237.2	83.2	121.4
205034_at	170.2	14.7	177.7	68.9
205035_at	212.5	27.9	118.4	85
205036_at	516.8	492	633.7	425.7
205037_at	285.7	750.2	213.1	223.8
205038_at	7.8	7.7	70.7	31.7
205039_s_at	322.6	376.8	378.6	456.7
205040_at	19.4	14	13	48
205041_s_at	8.6	90.6	167.2	18.4
205042_at	316.7	325.7	304.7	334.6
205043_at	19.2	29	155.1	62.4
205044_at	95.2	80.8	206.4	47.7
205045_at	322	48	63.2	289.1
205046_at	36.5	14.2	20.8	32.4
205047_s_at	258.7	164	46.6	61.8
205048_s_at	386.7	996.4	635.9	349.7
205049_s_at	534.8	356.2	478.2	361.8
205050_s_at	283.7	219.9	260.8	234.4
205051_s_at	161.9	67.1	108.7	349.9
205052_at	1356.7	1393.5	1084	1104.9
205053_at	566.5	250.1	514.6	570.4
205054_at	55389.2	50472.4	58451.7	53333.5
205055_at	1502.1	1554.2	1502.7	1551.2
205056_s_at	55.7	43.2	86.7	56.1
205057_s_at	21.2	19.7	44.1	31.7
205058_at	370	331	145.2	209.7
205059_s_at	395.8	244	378.4	426.2
205060_at	508.9	316.8	516.7	366.2
205061_s_at	95.6	225.8	54	33.1
205062_x_at	237.5	85.8	147.1	295.7
205063_at	267.5	152.1	127.6	77.5
205064_at	166.2	293.7	222.7	301.6
205065_at	12.6	38.7	108	5.2
205066_s_at	190.4	212.4	118.6	271.1
205067_at	129.6	359.9	580.5	341.4
205068_s_at	280.9	246	313.9	277.5
205069_s_at	24.1	7.9	63.5	131.9
205070_at	761.1	557.5	696.6	624
205071_x_at	15.5	9.7	17.9	16.7
205072_s_at	88	4.9	92.7	35.6
205073_at	112.2	833.8	558.6	359.7
205074_at	629.9	386.7	347.4	469.2
205075_at	177.8	171.5	149.9	168.4
205076_s_at	388.4	202.4	467.2	450.1
205077_s_at	968.1	718.1	1272.7	944.8
205078_at	414.7	357.1	465.9	400.5
205079_s_at	697	589.1	641.5	410.7
205080_at	287.1	423	397.8	327.6
205081_at	33.6	40.5	82.9	95.2
205082_s_at	149.7	30.8	47.8	131.7
205083_at	163.8	181.1	19.7	37.7
205084_at	143.9	256.2	294.7	141.9
205085_at	51.2	129	72.2	146.4
205086_s_at	128.1	69.7	152.6	46.8
205087_at	188.4	197.2	232.9	290.7
205088_at	471.7	528.5	178.7	245.7
205089_at	207.2	419.7	388.4	297.2
205090_s_at	250.4	311	98.5	503.7
205091_x_at	109.5	125.1	107	123.2
205092_x_at	80.4	72	35.4	62.4
205093_at	32	34.2	56.7	41.7
205094_at	571.1	568.4	946.4	663.6
205095_s_at	77.9	543.2	372.2	357.1
205096_at	343	249.9	187.9	269
205097_at	90.2	146.9	189.4	269.8
205098_at	241.5	249.8	129	215.9
205099_s_at	15.5	25.7	32.2	31.6
205100_at	383.7	266.5	369.6	377.9
205101_at	18.5	8.1	94.9	128.6
205102_at	192.8	70.8	291.8	63.7
205103_at	503.7	384.6	488.8	416
205104_at	30.8	42.2	386.6	147.8
205105_at	237	95	187.4	190.5
205106_at	77.7	122.6	351.8	148.7
205107_s_at	10	6.8	16.7	28.7
205108_s_at	89.2	159.2	518.5	193
205109_s_at	447.6	290	205	279.5
205110_s_at	1346.8	1557.7	1334.5	1394.6
205111_s_at	222.8	111.7	220.7	154.6
205112_at	105.8	121.1	44.5	117.2
205113_at	43.8	141.6	174.7	225.7
205114_s_at	49.7	13.5	32.5	19.2
205115_s_at	284.2	309.1	609.9	557.4
205116_at	408.5	401.1	243.6	500.6
205117_at	176.7	212.2	92.5	98.8
205118_at	134.5	35.1	12.1	71.9
205119_s_at	246.8	288.8	203.5	320.1
205120_s_at	1362.9	1280.1	1175.5	1013.7
205121_at	754.2	80.7	463.9	398.6
205122_at	87.8	182.2	8.7	96.4
205123_s_at	10.8	50	99.2	155.1
205124_at	37	37.7	46.2	30.7
205125_at	928.2	141.2	429.6	882.9
205126_at	493.6	452.5	238.6	588.7
205127_at	77.5	102.1	105.7	112
205128_x_at	52.7	353.2	445.6	286.5
205129_at	423.8	365	387.4	540.5
205130_at	194.8	112.5	353.1	275
205131_x_at	264.7	16.1	322.7	21
205132_at	2108.1	1046	1237.7	1927.5
205133_s_at	912.4	955.4	713.5	1195.6
205134_s_at	392.2	202.6	251	219.7
205135_s_at	209.8	68.7	218.6	149.4
205136_s_at	370.1	321.7	212.5	189.6
205137_x_at	29	108.9	120.7	89.7
205138_s_at	16	13.4	37	29.1
205139_s_at	203.9	277.7	225.7	218.4
205140_at	169.4	115.2	290.6	169.7
205141_at	381.9	366.7	275.7	70.7
205142_x_at	835.7	793.4	846.9	638.6
205143_at	171.7	64.4	42.4	39.2
205144_at	336.6	298.6	495.7	379.5
205145_s_at	405.7	330.4	374.4	1228.9
205146_x_at	50.1	298.2	20.5	66.7
205147_x_at	116.9	55.5	349.2	253.4
205148_s_at	769.2	596.7	800.1	673.2
205149_s_at	233.6	66.7	343.8	437.8
205150_s_at	335.7	124	341.9	263.9
205151_s_at	377.7	270.4	232.9	420
205152_at	322.4	247.6	173.4	369.1
205153_s_at	217	220.8	244	214.5
205154_at	17.6	73.8	75.6	70.2
205155_s_at	64.5	81.9	36.9	126.8
205156_s_at	31.6	73.9	96.7	63.4
205157_s_at	10.2	45.6	144.9	26.4
205158_at	278.4	129.7	379.7	205.1
205159_at	150.8	128.4	201.5	283
205160_at	406.9	206.6	279.8	265.4
205161_s_at	32.7	37.7	53	21.2
205162_at	690.9	313.1	485.9	436.4
205163_at	73174.1	66238.6	83347.1	62813.4
205164_at	95.4	65	98.4	415.7
205165_at	79	59.1	38.4	46
205166_at	585.6	376.1	538.7	702.4
205167_s_at	65.9	40.7	238.5	75.2
205168_at	83.9	49.1	71.6	80.4
205169_at	117.9	181.7	107.9	106.4
205170_at	337.6	392.1	338.5	295.5
205171_at	957.5	335.5	996.7	777.1
205172_x_at	1121.5	1229.1	1284.7	1173.6
205173_x_at	207.4	65.4	172.6	170
205174_s_at	160.1	53.2	20.6	99.9
205175_s_at	31.7	19.5	24.1	18.2
205176_s_at	331.7	494	267.9	366.7
205177_at	25897.9	23239.5	38813.7	11584.1
205178_s_at	198.7	49.7	184.7	382.7
205179_s_at	119.5	128.9	36.8	154.9
205180_s_at	37.8	45.5	37.9	34.8
205181_at	283.8	128.9	117.8	468.9
205182_s_at	33.7	37	51.6	39.1
205183_at	14.2	21.2	27	17.7
205184_at	728.6	152.7	537.6	507.2
205185_at	74	186.2	96.4	141.7
205186_at	32.2	43.8	72.9	75
205187_at	594.5	157.1	525.7	382.7
205188_s_at	543.6	195.9	521.8	490.4
205189_s_at	518.5	584.1	475	510.7
205190_at	143.9	114	64.2	48.5
205191_at	53.2	49.9	131.5	38
205192_at	94.5	21.7	560.2	77.2
205193_at	329.4	400.5	395.2	227.4
205194_at	72.4	120.6	6.6	66.1
205195_at	28.5	30.7	16.7	13.7
205196_s_at	85.1	61.7	38.7	179.6
205197_s_at	186.9	50.1	304.7	321.8
205198_s_at	320.4	278.9	150.5	196.6
205199_at	481.5	90.2	373.7	528.7
205200_at	644.8	472.9	395.7	1082.5
205201_at	135.2	433.1	589.4	479.4
205202_at	2543.7	2769.7	2852.7	3462.4
205203_at	482.5	181.1	379.7	481.1
205204_at	376.4	468.9	154.2	236.2
205205_at	426.6	150.9	280.9	283.4
205206_at	1012.4	1188.7	1083.6	985.9
205207_at	125.2	212.9	243.5	178.4
205208_at	1015.9	2250.9	1531.7	1524.1
205209_at	261.9	42.2	194.4	413.8
205210_at	174.6	43.5	61.7	108.6
205211_s_at	425.7	292.5	565.6	407.8
205212_s_at	356.2	75.8	188.5	175.5
205213_at	37.5	27.7	79.7	34.4
205214_at	24.7	68.9	135.9	61.2
205215_at	209.9	115.9	57.5	35.4
205216_s_at	100.8	20.7	35.4	33.4
205217_at	286.1	239.6	191.1	203.2
205218_at	115.8	242	157.1	178
205219_s_at	38.5	201.9	288.4	206.2
205220_at	38.6	60.7	103.1	141.4
205221_at	28.9	16.7	15.6	24.5
205222_at	147.5	15.5	30.8	25.9
205223_at	71.2	162.2	64.1	45.8
205224_at	55.6	80.6	48.4	26.1
205225_at	656.1	429	651.4	692.2
205226_at	372	183.4	334.4	431.7
205227_at	14.8	92.5	66.7	40.8
205228_at	147.5	67	306.6	240.5
205229_s_at	38.6	153.9	51.6	214.7
205230_at	172.5	156.5	374.9	249.6
205231_s_at	1079.2	1634.5	1201.4	1386.5
205232_s_at	81.7	140.1	257.8	202.8
205233_s_at	146.7	118.6	179.2	112.7
205234_at	3.7	158.1	16.1	13.2
205235_s_at	396.7	31.8	172.6	104.5
205236_x_at	144.6	395.7	327.4	393.4
205237_at	220.2	38.8	282.7	238.7
205238_at	470.9	316.1	272.8	527.7
205239_at	12.2	97.7	92.7	62.2
205240_at	68.5	243.7	287.6	199.2
205241_at	263	315.6	67.2	325.8
205242_at	42.4	11	42.8	27.9
205243_at	71.5	194.2	148	249.7
205244_s_at	31.2	45.7	42.2	22.5
205245_at	270.1	134.8	278.2	191.7
205246_at	311.9	202.7	302.8	241.7
205247_at	477.4	456.7	251.6	442.2
205248_at	246.7	337.4	100.5	147.1
205249_at	134.6	101.4	64.2	74.8
205250_s_at	232.1	100.7	201.7	29.2
205251_at	733.7	1166.5	763.2	908.8
205252_at	338.7	248.5	173.8	319.4
205253_at	152.1	115.8	254.7	168.9
205254_x_at	54.6	126.6	20.9	104.7
205255_x_at	1022.9	900	1482.8	1582.4
205256_at	388	285.6	85.7	250
205257_s_at	384.9	130.8	204.7	126.5
205258_at	307.5	189.4	130.4	159.8
205259_at	601.7	720.7	458.9	516.4
205260_s_at	623	352.6	340.5	298.6
205261_at	816.6	341.2	698.6	417.5
205262_at	82.5	55.6	23.4	26.5
205263_at	185.5	71.8	128.6	105.8
205264_at	424.9	462.2	521.7	348.7
205265_s_at	273.1	364.2	321	282.1
205266_at	169.1	50.5	44.7	72.9
205267_at	148.2	116	77	31.7
205268_s_at	252.7	44.9	41.8	53.7
205269_at	55.7	115.8	80.2	66.8
205270_s_at	63.4	229	71.1	248.2
205271_s_at	293.6	196.8	51.5	259.7
205272_s_at	38.7	23.7	39.4	17.7
205273_s_at	911.8	628.7	1047.9	817
205274_at	72.9	78.2	77.2	89
205275_at	24	18.4	56.6	113.5
205276_s_at	184.7	265.5	596.4	507.5
205277_at	682.2	595.1	870.5	515.4
205278_at	25	12.7	31	14.6
205279_s_at	191.9	234.8	345	215.1
205280_at	139.8	7.7	23.8	264.4
205281_s_at	104.6	31.8	217	112.7
205282_at	223.7	147.2	262	58.4
205283_at	347.8	386.9	499.6	344
205284_at	329.6	95.6	176.1	176.7
205285_s_at	84.6	83	175.7	68.6
205286_at	163.2	97.7	225	19.5
205287_s_at	243.2	46.7	88.8	69.8
205288_at	124.7	12.6	11.8	49.8
205289_at	283.2	216.9	49.2	138.5
205290_s_at	225.2	260.2	158.8	207.6
205291_at	730.4	227.4	616.2	374
205292_s_at	5434.7	5609.1	4123.8	5037.1
205293_x_at	27.7	36.8	24.7	20.2
205294_at	105.7	165.4	66.2	106.6
205295_at	11777.6	19710.1	18138	18178.9
205296_at	188.7	129.2	221	122.1
205297_s_at	157.8	19.5	24.2	43.5
205298_s_at	306.8	322	403.6	576.1
205299_s_at	200.7	43.8	255	60.1
205300_s_at	870.2	850.5	1031.6	610.4
205301_s_at	17.1	47.9	122.4	33.1
205302_at	106.7	79.6	27.1	33.7
205303_at	192.2	245.8	184	296
205304_s_at	198.2	167	24.7	56.4
205305_at	248.1	191.9	377.2	431.1
205306_x_at	61.4	198.5	378.1	122.2
205307_s_at	59.1	25.4	84.4	148.4
205308_at	175.6	177.5	33.7	149.1
205309_at	12	12.9	12	17.2
205310_at	469.7	270.7	304.5	263.7
205311_at	24	16.4	14.6	58.2
205312_at	196.2	47.2	280.5	115.9
205313_at	681	440.9	726.1	538
205314_x_at	12.7	8.8	26.7	24.8
205315_s_at	512.9	210.6	135.6	135.9
205316_at	12.7	31.1	29.1	32.9
205317_s_at	240.5	138.6	302.5	115.4
205318_at	470	317	380.6	558.8
205319_at	25.5	121.9	116.9	123
205320_at	77.7	55	262.7	164.7
205321_at	318.8	274.8	70.7	461.9
205322_s_at	110.9	38.5	22	75.1
205323_s_at	315.6	271.6	392.2	396.6
205324_s_at	775.7	750.9	895.9	736.8
205325_at	296.6	198.5	326.9	302.2
205326_at	341.5	292.8	712.1	774.1
205327_s_at	1037.1	527.7	710.8	795.7
205328_at	443.7	166.7	436.1	360.8
205329_s_at	292.4	179.9	284.1	122.2
205330_at	2940.1	2383.7	2867.5	2271
205331_s_at	629.2	603.7	310.5	244
205332_at	45.8	112.9	25.6	72.7
205333_s_at	198.4	195	312.7	271.9
205334_at	3581.5	7264.9	1480.5	3450.6
205335_s_at	1182.9	987.6	770.1	1216.6
205336_at	376.9	209.2	599.5	1634.7
205337_at	104.7	11.9	8.8	100.1
205338_s_at	236.2	496.8	326.7	650.2
205339_at	180.8	126	311.5	257
205340_at	306.6	64.4	17.7	59.4
205341_at	51.7	58.2	59.2	95.7
205342_s_at	19.7	56	59	182.5
205343_at	316.7	172.9	42.7	273
205344_at	39.8	42.9	36.4	40.1
205345_at	285	258.7	166.7	122.9
205346_at	156.7	32.7	26.7	72.9
205347_s_at	323.4	296.7	268	293.8
205348_s_at	297.7	193.7	442.2	394.5
205349_at	48	162.8	200.8	227.9
205350_at	269.1	73.2	330.9	133
205351_at	195.9	109.2	195.2	189.9
205352_at	31.1	88.1	133.6	254
205353_s_at	2225.7	2633.9	2078	1680.5
205354_at	7311	7116.1	8746.7	7267.7
205355_at	53.2	127.2	286.2	184.4
205356_at	6748.4	6445.4	6431.2	4206.4
205357_s_at	565.2	594.7	537.7	490.8
205358_at	9.7	12	11.4	7.7
205359_at	691.5	734.2	627.2	643.6
205360_at	32.8	27	41.2	104.5
205361_s_at	827.9	804.2	564.8	899.5
205362_s_at	780	206.7	752.6	397.9
205363_at	31.9	75.8	199.4	15.4
205364_at	433.9	267.8	293.9	403.7
205365_at	332.2	141.1	219.5	161.8
205366_s_at	72.6	158.7	200.2	50.7
205367_at	2258.5	2573	2389.1	1794.4
205368_at	30.8	189.7	164.9	89.7
205369_x_at	298.7	209.5	137.9	61.8
205370_x_at	2476.1	2439.7	2356	2836.9
205371_s_at	65.1	116.8	137.7	79
205372_at	129.7	12.8	51.4	12.8
205373_at	80.6	29.8	95.4	76.8
205374_at	72798.2	62576.8	63419.1	63976.6
205375_at	154.9	95.2	187.9	131.4
205376_at	89.1	247.7	229	261.1
205377_s_at	385.9	792	792.4	371.6
205378_s_at	795.8	1200.8	1047.2	750
205379_at	212	17.6	32.9	40.8
205380_at	29.7	95.4	236.7	98.7
205381_at	297.9	260.1	197.7	243.2
205382_s_at	1291.6	1910.8	1297.7	1536.6
205383_s_at	3931.1	3215.6	2431.6	4203.5
205384_at	4351.9	7660.5	4571.6	4714.7
205385_at	257.7	56.5	124.6	103.6
205386_s_at	209	19.4	136.7	7.7
205387_s_at	19.8	19.8	30.7	13.4
205388_at	72180.6	56680.6	78940.6	65146.1
205389_s_at	1949.1	3415.9	2614.8	2210.7
205390_s_at	1164.1	1637.1	1769	761.9
205391_x_at	3710.6	4057.6	5417.7	3357.9
205392_s_at	1310.7	622.9	726.1	608.5
205393_s_at	23.9	41.2	57.5	9.1
205394_at	163.2	105.8	200.7	71.4
205395_s_at	60.1	27.9	32	26.6
205396_at	333	273	295.9	500.7
205397_x_at	129.7	108.8	101.6	91.8
205398_s_at	328.5	201.7	614.5	655.2
205399_at	37.6	89.7	43.7	128.5
205400_at	172.6	64.7	251.7	33.8
205401_at	194.7	121.1	415.4	269.8
205402_x_at	47.9	31.1	134.1	173.6
205403_at	111.7	58.7	21.5	22.5
205404_at	205	202.6	430.1	302.7
205405_at	221.4	227.1	614.7	93.7
205406_s_at	257.7	78.8	237.8	203.1
205407_at	111.8	47.5	51.7	128.6
205408_at	318	208.1	332	242
205409_at	66.8	155.7	237.7	236.7
205410_s_at	188.5	248.6	368.5	315.7
205411_at	33.9	61	238.4	251.9
205412_at	14543.4	14938.5	14300.7	12039.6
205413_at	167.9	172.2	136.4	240
205414_s_at	266.6	151.7	12.9	36.1
205415_s_at	26.4	11.4	30.5	61.4
205416_s_at	145.8	82.8	133.7	249.9
205417_s_at	2656.7	3016.6	3070	2726.4
205418_at	27.4	66.2	16.6	72.9
205419_at	204.2	22.7	118.6	187.8
205420_at	110	269.1	298.8	189.1
205421_at	86.6	192.7	63.7	178.2
205422_s_at	29.9	21.1	5.1	61.6
205423_at	266.2	54.6	95.8	101.8
205424_at	86.2	203.9	129.7	71.5
205425_at	214.9	115.7	227.7	277.8
205426_s_at	357.1	284.5	228.1	276
205427_at	60	47.6	223.9	333.9
205428_s_at	233.1	347.1	381.1	461.6
205429_s_at	153.7	71.5	19.6	75.7
205430_at	72.9	101.4	130.5	103.5
205431_s_at	377.1	250.1	254	302.2
205432_at	266.1	153.2	387	141.9
205433_at	266	129.4	237.6	233.1
205434_s_at	244.6	232.1	482.2	233.7
205435_s_at	331.1	235.5	110	457.7
205436_s_at	508.1	380.5	380.4	529.9
205437_at	24.6	219.9	345.6	211.4
205438_at	31.2	107.4	27.8	147
205439_at	166	49.1	236.9	230.1
205440_s_at	33.1	19.1	40.9	131.9
205441_at	197	261.4	185.9	220.7
205442_at	162	57.8	66.2	71.9
205443_at	279.9	188.5	115.8	195.9
205444_at	53295.6	53256.4	56476.8	44313.5
205445_at	412.9	265.6	166.8	322.9
205446_s_at	409.6	195.6	353.5	312.9
